[Header]																																																																																																															
GSGX Version	1.9.0																																																																																																														
Report Date	4.4.2013 12:24:09																																																																																																														
Project	40413																																																																																																														
Group Set	40413																																																																																																														
Analysis	040413_nonorm_nobkgd																																																																																																														
Normalization	none																																																																																																														
[Group Probe Profile]																																																																																																															
TargetID	ProbeID	9269324046_A.AVG_Signal	9269324046_A.MIN_Signal	9269324046_A.MAX_Signal	9269324046_A.NARRAYS	9269324046_A.ARRAY_STDEV	9269324046_A.BEAD_STDERR	9269324046_A.Avg_NBEADS	9269324046_A.Detection Pval	9269324046_B.AVG_Signal	9269324046_B.MIN_Signal	9269324046_B.MAX_Signal	9269324046_B.NARRAYS	9269324046_B.ARRAY_STDEV	9269324046_B.BEAD_STDERR	9269324046_B.Avg_NBEADS	9269324046_B.Detection Pval	9269324046_C.AVG_Signal	9269324046_C.MIN_Signal	9269324046_C.MAX_Signal	9269324046_C.NARRAYS	9269324046_C.ARRAY_STDEV	9269324046_C.BEAD_STDERR	9269324046_C.Avg_NBEADS	9269324046_C.Detection Pval	9269324046_D.AVG_Signal	9269324046_D.MIN_Signal	9269324046_D.MAX_Signal	9269324046_D.NARRAYS	9269324046_D.ARRAY_STDEV	9269324046_D.BEAD_STDERR	9269324046_D.Avg_NBEADS	9269324046_D.Detection Pval	9269324046_E.AVG_Signal	9269324046_E.MIN_Signal	9269324046_E.MAX_Signal	9269324046_E.NARRAYS	9269324046_E.ARRAY_STDEV	9269324046_E.BEAD_STDERR	9269324046_E.Avg_NBEADS	9269324046_E.Detection Pval	9269324046_F.AVG_Signal	9269324046_F.MIN_Signal	9269324046_F.MAX_Signal	9269324046_F.NARRAYS	9269324046_F.ARRAY_STDEV	9269324046_F.BEAD_STDERR	9269324046_F.Avg_NBEADS	9269324046_F.Detection Pval	9269324046_G.AVG_Signal	9269324046_G.MIN_Signal	9269324046_G.MAX_Signal	9269324046_G.NARRAYS	9269324046_G.ARRAY_STDEV	9269324046_G.BEAD_STDERR	9269324046_G.Avg_NBEADS	9269324046_G.Detection Pval	9269324046_H.AVG_Signal	9269324046_H.MIN_Signal	9269324046_H.MAX_Signal	9269324046_H.NARRAYS	9269324046_H.ARRAY_STDEV	9269324046_H.BEAD_STDERR	9269324046_H.Avg_NBEADS	9269324046_H.Detection Pval	9269324046_I.AVG_Signal	9269324046_I.MIN_Signal	9269324046_I.MAX_Signal	9269324046_I.NARRAYS	9269324046_I.ARRAY_STDEV	9269324046_I.BEAD_STDERR	9269324046_I.Avg_NBEADS	9269324046_I.Detection Pval	9269324046_J.AVG_Signal	9269324046_J.MIN_Signal	9269324046_J.MAX_Signal	9269324046_J.NARRAYS	9269324046_J.ARRAY_STDEV	9269324046_J.BEAD_STDERR	9269324046_J.Avg_NBEADS	9269324046_J.Detection Pval	9269324046_K.AVG_Signal	9269324046_K.MIN_Signal	9269324046_K.MAX_Signal	9269324046_K.NARRAYS	9269324046_K.ARRAY_STDEV	9269324046_K.BEAD_STDERR	9269324046_K.Avg_NBEADS	9269324046_K.Detection Pval	9269324046_L.AVG_Signal	9269324046_L.MIN_Signal	9269324046_L.MAX_Signal	9269324046_L.NARRAYS	9269324046_L.ARRAY_STDEV	9269324046_L.BEAD_STDERR	9269324046_L.Avg_NBEADS	9269324046_L.Detection Pval	SPECIES	SOURCE	SEARCH_KEY	TRANSCRIPT	ILMN_GENE	SOURCE_REFERENCE_ID	REFSEQ_ID	UNIGENE_ID	ENTREZ_GENE_ID	GI	ACCESSION	SYMBOL	PROTEIN_PRODUCT	PROBE_ID
ACLY	4200259	1319.8	1319.8	1319.8	1	NaN	64.302	18	0	1532	1532	1532	1	NaN	55.532	20	0	1855.6	1855.6	1855.6	1	NaN	68.926	24	0	2027.9	2027.9	2027.9	1	NaN	42.563	19	0	1491.3	1491.3	1491.3	1	NaN	41.532	28	0	1492	1492	1492	1	NaN	55.476	15	0	2034.8	2034.8	2034.8	1	NaN	50.517	34	0	2099.9	2099.9	2099.9	1	NaN	80.302	17	0	1435	1435	1435	1	NaN	43.15	22	0	1552.7	1552.7	1552.7	1	NaN	48.881	27	0	1785.8	1785.8	1785.8	1	NaN	47.382	27	0	2498.2	2498.2	2498.2	1	NaN	149.587	18	0	Homo sapiens	RefSeq	NM_198830.1	ILMN_1374	ACLY	NM_198830.1	NM_198830.1		47	38569422	NM_198830.1	ACLY	NP_942127.1	ILMN_2371379
ACLY	4290279	561.1	561.1	561.1	1	NaN	34.671	17	0	597.8	597.8	597.8	1	NaN	30.564	17	0	783.2	783.2	783.2	1	NaN	56.845	18	0	757.4	757.4	757.4	1	NaN	50.375	14	0	637.5	637.5	637.5	1	NaN	15.302	6	0	679.2	679.2	679.2	1	NaN	35.896	16	0	783.1	783.1	783.1	1	NaN	38.153	12	0	689.7	689.7	689.7	1	NaN	18.352	14	0	568.6	568.6	568.6	1	NaN	38.042	14	0	664.7	664.7	664.7	1	NaN	35.181	14	0	776.4	776.4	776.4	1	NaN	49.737	18	0	974.3	974.3	974.3	1	NaN	70.362	15	0	Homo sapiens	RefSeq	NM_198830.1	ILMN_165898	ACLY	NM_001096.2	NM_001096.2		47	38569420	NM_001096.2	ACLY	NP_001087.2	ILMN_1749014
ACMSD	7040450	111.5	111.5	111.5	1	NaN	4.485	19	0.29351	101	101	101	1	NaN	2.591	14	0.85584	108.6	108.6	108.6	1	NaN	4.354	21	0.46234	105.7	105.7	105.7	1	NaN	4.478	19	0.63377	110.9	110.9	110.9	1	NaN	3.013	25	0.34675	104.8	104.8	104.8	1	NaN	4.196	23	0.80649	109.7	109.7	109.7	1	NaN	3.165	12	0.27013	104.9	104.9	104.9	1	NaN	4.867	21	0.84026	105.5	105.5	105.5	1	NaN	3.68	11	0.82597	106.8	106.8	106.8	1	NaN	3.891	20	0.64805	99.6	99.6	99.6	1	NaN	3.905	18	0.83506	97.9	97.9	97.9	1	NaN	2.38	20	0.93636	Homo sapiens	RefSeq	NM_138326.1	ILMN_21475	ACMSD	NM_138326.2	NM_138326.2		130013	109715855	NM_138326.2	ACMSD	NP_612199.2	ILMN_1727091
ACN9	520575	206.1	206.1	206.1	1	NaN	9.229	25	0	228	228	228	1	NaN	10.121	25	0	190.4	190.4	190.4	1	NaN	7.427	24	0	194.6	194.6	194.6	1	NaN	5.155	20	0	239.2	239.2	239.2	1	NaN	10.733	24	0	231.3	231.3	231.3	1	NaN	11.708	14	0	234.5	234.5	234.5	1	NaN	11.038	12	0	240.6	240.6	240.6	1	NaN	10.752	23	0	239.3	239.3	239.3	1	NaN	10.289	15	0	255.8	255.8	255.8	1	NaN	12.635	10	0	235	235	235	1	NaN	7.28	22	0	249.9	249.9	249.9	1	NaN	13.497	16	0	Homo sapiens	RefSeq	NM_020186.1	ILMN_6296	ACN9	NM_020186.1	NM_020186.1		57001	9910179	NM_020186.1	ACN9	NP_064571.1	ILMN_1771348
ACN9	6040088	278.6	278.6	278.6	1	NaN	13.471	26	0	251.3	251.3	251.3	1	NaN	14.968	20	0	211.3	211.3	211.3	1	NaN	7.743	22	0	239.2	239.2	239.2	1	NaN	11.635	28	0	260.2	260.2	260.2	1	NaN	11.007	29	0	251	251	251	1	NaN	11.002	28	0	204.3	204.3	204.3	1	NaN	6.093	28	0	295.2	295.2	295.2	1	NaN	19.669	18	0	252.8	252.8	252.8	1	NaN	11.99	14	0	268.5	268.5	268.5	1	NaN	13.752	20	0	230.6	230.6	230.6	1	NaN	7.077	29	0	283.9	283.9	283.9	1	NaN	12.606	17	0	Homo sapiens	RefSeq	NM_020186.1	ILMN_6296	ACN9	NM_020186.1	NM_020186.1		57001	9910179	NM_020186.1	ACN9	NP_064571.1	ILMN_2134039
ACO1	2450608	7510.9	7510.9	7510.9	1	NaN	177.53	26	0	7817.1	7817.1	7817.1	1	NaN	342.845	18	0	6105.3	6105.3	6105.3	1	NaN	146.729	23	0	7225.5	7225.5	7225.5	1	NaN	203.75	34	0	6632.9	6632.9	6632.9	1	NaN	157.38	31	0	8043.5	8043.5	8043.5	1	NaN	240.757	26	0	6302.4	6302.4	6302.4	1	NaN	182.16	25	0	7329	7329	7329	1	NaN	228.307	20	0	7433.9	7433.9	7433.9	1	NaN	166.955	32	0	7591.1	7591.1	7591.1	1	NaN	467.35	6	0	6017.6	6017.6	6017.6	1	NaN	161.325	20	0	6883.5	6883.5	6883.5	1	NaN	220.909	21	0	Homo sapiens	RefSeq	NM_002197.1	ILMN_9544	ACO1	NM_002197.1	NM_002197.1		48	8659554	NM_002197.1	ACO1	NP_002188.1	ILMN_1750800
ACO2	3930639	682	682	682	1	NaN	30.815	24	0	628.7	628.7	628.7	1	NaN	36.15	19	0	592.7	592.7	592.7	1	NaN	14.931	26	0	659	659	659	1	NaN	22.609	22	0	592.2	592.2	592.2	1	NaN	19.936	23	0	735.6	735.6	735.6	1	NaN	32.626	17	0	661.4	661.4	661.4	1	NaN	26.31	19	0	726.3	726.3	726.3	1	NaN	40.729	16	0	620.9	620.9	620.9	1	NaN	27.422	13	0	656.2	656.2	656.2	1	NaN	44.447	17	0	584	584	584	1	NaN	29.055	16	0	756	756	756	1	NaN	52.489	12	0	Homo sapiens	RefSeq	NM_001098.2	ILMN_23057	ACO2	NM_001098.2	NM_001098.2		50	46411160	NM_001098.2	ACO2	NP_001089.1	ILMN_1654861
ACOT1	4810471	257.6	257.6	257.6	1	NaN	13.237	28	0	252.4	252.4	252.4	1	NaN	11.828	23	0	271.8	271.8	271.8	1	NaN	12.717	17	0	268.5	268.5	268.5	1	NaN	9.901	24	0	212	212	212	1	NaN	7.931	29	0	243.1	243.1	243.1	1	NaN	10.148	17	0	272.4	272.4	272.4	1	NaN	9.705	17	0	276.5	276.5	276.5	1	NaN	7.076	20	0	264.4	264.4	264.4	1	NaN	15.371	17	0	243.4	243.4	243.4	1	NaN	11.424	21	0	281.6	281.6	281.6	1	NaN	14.401	17	0	294.4	294.4	294.4	1	NaN	9.264	15	0	Homo sapiens	RefSeq	NM_001037161.1	ILMN_13887	ACOT1	NM_001037161.1	NM_001037161.1		641371	81230484	NM_001037161.1	ACOT1	NP_001032238.1	ILMN_2121389
ACOT1	4900438	1410.6	1410.6	1410.6	1	NaN	78.848	15	0	1558.1	1558.1	1558.1	1	NaN	101.137	21	0	1293.1	1293.1	1293.1	1	NaN	48.494	25	0	1338	1338	1338	1	NaN	56.868	39	0	1258.2	1258.2	1258.2	1	NaN	72.912	19	0	1659.5	1659.5	1659.5	1	NaN	76.15	20	0	1394.1	1394.1	1394.1	1	NaN	77.202	21	0	1623.3	1623.3	1623.3	1	NaN	65.943	26	0	1627.5	1627.5	1627.5	1	NaN	32.572	24	0	1796.8	1796.8	1796.8	1	NaN	68.744	15	0	1534.3	1534.3	1534.3	1	NaN	59.741	20	0	1658.1	1658.1	1658.1	1	NaN	104.683	17	0	Homo sapiens	RefSeq	XM_929560.1	ILMN_13887	ACOT1	NM_001037161.1	NM_001037161.1		641371	81230484	NM_001037161.1	ACOT1	NP_001032238.1	ILMN_1715543
ACOT11	1050253	285.9	285.9	285.9	1	NaN	8.072	29	0	313.1	313.1	313.1	1	NaN	10.119	29	0	295.9	295.9	295.9	1	NaN	10.659	27	0	313.1	313.1	313.1	1	NaN	9.223	28	0	255.2	255.2	255.2	1	NaN	5.494	30	0	304.1	304.1	304.1	1	NaN	7.916	23	0	296.4	296.4	296.4	1	NaN	8.299	29	0	348.4	348.4	348.4	1	NaN	14.06	23	0	302	302	302	1	NaN	10.667	22	0	309.9	309.9	309.9	1	NaN	13.669	19	0	321.2	321.2	321.2	1	NaN	7.977	25	0	342.4	342.4	342.4	1	NaN	13.608	13	0	Homo sapiens	RefSeq	NM_147161.2	ILMN_17170	ACOT11	NM_147161.2	NM_147161.2		26027	25777709	NM_147161.2	ACOT11	NP_671517.1	ILMN_1739594
ACOT11	7400315	104.7	104.7	104.7	1	NaN	1.955	8	0.67403	101.2	101.2	101.2	1	NaN	3.555	19	0.84805	112	112	112	1	NaN	4.536	22	0.27922	108.8	108.8	108.8	1	NaN	3.583	21	0.44286	118.5	118.5	118.5	1	NaN	3.755	27	0.11818	111.2	111.2	111.2	1	NaN	3.519	24	0.46364	115.8	115.8	115.8	1	NaN	3.258	26	0.08442	118.1	118.1	118.1	1	NaN	4.436	24	0.2	118.2	118.2	118.2	1	NaN	3.735	28	0.1961	108.1	108.1	108.1	1	NaN	4.418	23	0.56753	112.6	112.6	112.6	1	NaN	4.583	20	0.16364	131.5	131.5	131.5	1	NaN	7.027	15	0.01558	Homo sapiens	RefSeq	NM_015547.2	ILMN_22752	ACOT11	NM_015547.2	NM_015547.2		26027	25777708	NM_015547.2	ACOT11	NP_056362.1	ILMN_2353978
ACOT12	2070181	101.3	101.3	101.3	1	NaN	3.081	26	0.85195	101.8	101.8	101.8	1	NaN	3.087	24	0.81429	100	100	100	1	NaN	3.508	26	0.90649	114.3	114.3	114.3	1	NaN	3.225	15	0.18831	109.3	109.3	109.3	1	NaN	2.896	26	0.43117	109.8	109.8	109.8	1	NaN	3.637	26	0.56104	101.8	101.8	101.8	1	NaN	2.59	22	0.74156	108.5	108.5	108.5	1	NaN	3.398	26	0.65714	109.4	109.4	109.4	1	NaN	3.499	31	0.62987	102.5	102.5	102.5	1	NaN	3.915	20	0.85325	98.4	98.4	98.4	1	NaN	3.051	18	0.89481	109.1	109.1	109.1	1	NaN	3.444	24	0.43377	Homo sapiens	RefSeq	NM_130767.1	ILMN_12512	ACOT12	NM_130767.1	NM_130767.1		134526	18640735	NM_130767.1	ACOT12	NP_570123.1	ILMN_1785474
ACOT2	1230189	102.4	102.4	102.4	1	NaN	2.874	24	0.8	108.4	108.4	108.4	1	NaN	4.973	25	0.42468	102.7	102.7	102.7	1	NaN	1.646	39	0.81558	99.7	99.7	99.7	1	NaN	3.336	20	0.91169	109.5	109.5	109.5	1	NaN	3.868	22	0.41688	113.3	113.3	113.3	1	NaN	3.077	20	0.36623	103.3	103.3	103.3	1	NaN	3.677	24	0.64545	113.9	113.9	113.9	1	NaN	4.023	25	0.35455	114.5	114.5	114.5	1	NaN	5.357	17	0.36753	107.3	107.3	107.3	1	NaN	4.489	13	0.61948	104.2	104.2	104.2	1	NaN	2.848	29	0.57013	109.9	109.9	109.9	1	NaN	4.815	15	0.38831	Homo sapiens	RefSeq	NM_006821.3	ILMN_177973	ACOT2	NM_006821.3	NM_006821.3		10965	34147581	NM_006821.3	ACOT2	NP_006812.2	ILMN_2188959
ACOT2	6290059	1251.8	1251.8	1251.8	1	NaN	54.131	17	0	1483.2	1483.2	1483.2	1	NaN	48.102	22	0	1150.3	1150.3	1150.3	1	NaN	45.133	23	0	1210	1210	1210	1	NaN	51.099	25	0	895.8	895.8	895.8	1	NaN	27.268	20	0	1319.9	1319.9	1319.9	1	NaN	37.705	23	0	1260.3	1260.3	1260.3	1	NaN	40.994	29	0	1091.1	1091.1	1091.1	1	NaN	29.291	20	0	1300.6	1300.6	1300.6	1	NaN	39.138	26	0	1299.1	1299.1	1299.1	1	NaN	55.049	17	0	1266.2	1266.2	1266.2	1	NaN	41.299	27	0	1414	1414	1414	1	NaN	45.031	27	0	Homo sapiens	RefSeq	NM_006821.3	ILMN_177973	ACOT2	NM_006821.4	NM_006821.4		10965	148727285	NM_006821.4	ACOT2	NP_006812.3	ILMN_1716237
ACOT4	4780709	1306.1	1306.1	1306.1	1	NaN	61.261	24	0	1345	1345	1345	1	NaN	48.555	27	0	1027.8	1027.8	1027.8	1	NaN	37.399	21	0	1227.3	1227.3	1227.3	1	NaN	47.982	19	0	1268.3	1268.3	1268.3	1	NaN	28.688	30	0	1360	1360	1360	1	NaN	48.116	24	0	1234	1234	1234	1	NaN	35.5	25	0	1588.4	1588.4	1588.4	1	NaN	54.598	25	0	1312.9	1312.9	1312.9	1	NaN	42.742	18	0	1308.9	1308.9	1308.9	1	NaN	59.032	13	0	953.9	953.9	953.9	1	NaN	33.615	23	0	1365.7	1365.7	1365.7	1	NaN	48.798	14	0	Homo sapiens	RefSeq	NM_152331.2	ILMN_5812	ACOT4	NM_152331.2	NM_152331.2		122970	63999751	NM_152331.2	ACOT4	NP_689544.2	ILMN_1764321
ACOT6	4920072	108.8	108.8	108.8	1	NaN	3.835	26	0.44675	104.4	104.4	104.4	1	NaN	3.36	28	0.67273	107.1	107.1	107.1	1	NaN	2.397	25	0.54545	98.3	98.3	98.3	1	NaN	3.472	15	0.94286	102.1	102.1	102.1	1	NaN	4.028	18	0.85974	107.4	107.4	107.4	1	NaN	2.736	22	0.70779	103.9	103.9	103.9	1	NaN	2.834	26	0.60519	105.5	105.5	105.5	1	NaN	3.064	25	0.80649	103.1	103.1	103.1	1	NaN	3.776	22	0.90519	109.3	109.3	109.3	1	NaN	4.06	23	0.49481	105	105	105	1	NaN	3.118	26	0.51558	97.9	97.9	97.9	1	NaN	3.197	17	0.93636	Homo sapiens	RefSeq	NM_001037162.1	ILMN_28745	ACOT6	NM_001037162.1	NM_001037162.1		641372	81230486	NM_001037162.1	ACOT6	NP_001032239.1	ILMN_2156699
ACOT7	2320553	1061.3	1061.3	1061.3	1	NaN	45.502	22	0	1554.3	1554.3	1554.3	1	NaN	43.305	34	0	1376.7	1376.7	1376.7	1	NaN	31.59	31	0	1294.5	1294.5	1294.5	1	NaN	43.247	20	0	896.5	896.5	896.5	1	NaN	32.377	16	0	1502.4	1502.4	1502.4	1	NaN	37.821	17	0	971.9	971.9	971.9	1	NaN	25.154	27	0	974.4	974.4	974.4	1	NaN	36.056	16	0	1390.7	1390.7	1390.7	1	NaN	38.124	22	0	1494.7	1494.7	1494.7	1	NaN	29.221	23	0	1088.8	1088.8	1088.8	1	NaN	27.292	26	0	1061.5	1061.5	1061.5	1	NaN	26.477	21	0	Homo sapiens	RefSeq	NM_181866.2	ILMN_3201	ACOT7	NM_181866.2	NM_181866.2		11332	75709215	NM_181866.2	ACOT7	NP_863656.1	ILMN_1784756
ACOT7	3460681	109	109	109	1	NaN	4.893	22	0.43117	118	118	118	1	NaN	5.649	21	0.11039	109.4	109.4	109.4	1	NaN	3.778	20	0.42597	114.8	114.8	114.8	1	NaN	7.37	15	0.18052	123.4	123.4	123.4	1	NaN	5.934	22	0.04545	120.1	120.1	120.1	1	NaN	5.185	26	0.12857	107.4	107.4	107.4	1	NaN	3.528	19	0.39091	113.3	113.3	113.3	1	NaN	4.679	16	0.37922	108.3	108.3	108.3	1	NaN	4.224	16	0.68571	125.4	125.4	125.4	1	NaN	6.374	17	0.04545	113.5	113.5	113.5	1	NaN	4.663	20	0.13896	115.7	115.7	115.7	1	NaN	5.981	15	0.17532	Homo sapiens	RefSeq	NM_181862.2	ILMN_4130	ACOT7	NM_181862.2	NM_181862.2		11332	75709209	NM_181862.2	ACOT7	NP_863652.2	ILMN_1728883
ACOT7	4290050	5202.2	5202.2	5202.2	1	NaN	167.996	21	0	5344.5	5344.5	5344.5	1	NaN	162.821	23	0	4953.9	4953.9	4953.9	1	NaN	113.358	21	0	4594.3	4594.3	4594.3	1	NaN	132.801	22	0	4292.8	4292.8	4292.8	1	NaN	83.315	32	0	5063.8	5063.8	5063.8	1	NaN	179.612	26	0	3612.2	3612.2	3612.2	1	NaN	70.575	15	0	4339.8	4339.8	4339.8	1	NaN	95.162	16	0	4821.3	4821.3	4821.3	1	NaN	156.603	19	0	5006.2	5006.2	5006.2	1	NaN	238.63	19	0	3766.2	3766.2	3766.2	1	NaN	119.463	22	0	3991.9	3991.9	3991.9	1	NaN	71.307	17	0	Homo sapiens	RefSeq	NM_181866.2	ILMN_3678	ACOT7	NM_181864.2	NM_181864.2		11332	75709213	NM_181864.2	ACOT7	NP_863654.1	ILMN_1740265
ACOT7	5290564	112.7	112.7	112.7	1	NaN	4.506	14	0.25325	121.2	121.2	121.2	1	NaN	5.195	19	0.05844	111.7	111.7	111.7	1	NaN	3.304	26	0.2961	118.2	118.2	118.2	1	NaN	6.298	17	0.09221	117.1	117.1	117.1	1	NaN	3.525	25	0.14026	115	115	115	1	NaN	3.495	25	0.28442	110	110	110	1	NaN	4.63	19	0.25974	122.9	122.9	122.9	1	NaN	5.649	18	0.1013	112.6	112.6	112.6	1	NaN	4.159	19	0.45844	114.7	114.7	114.7	1	NaN	4.143	16	0.26234	106.4	106.4	106.4	1	NaN	4.612	18	0.41818	108.6	108.6	108.6	1	NaN	3.631	25	0.46234	Homo sapiens	RefSeq	NM_181865.2	ILMN_3558	ACOT7	NM_181865.2	NM_181865.2		11332	75709214	NM_181865.2	ACOT7	NP_863655.1	ILMN_1788078
ACOT7	6040403	115.2	115.2	115.2	1	NaN	4.17	31	0.18052	118	118	118	1	NaN	8.312	17	0.11039	115.1	115.1	115.1	1	NaN	2.711	19	0.18701	111	111	111	1	NaN	3.305	16	0.32468	115.8	115.8	115.8	1	NaN	3.782	18	0.17013	109.4	109.4	109.4	1	NaN	3.456	32	0.58571	109.7	109.7	109.7	1	NaN	2.69	33	0.27143	119.5	119.5	119.5	1	NaN	4.505	22	0.15844	117.9	117.9	117.9	1	NaN	4.804	20	0.2039	110.4	110.4	110.4	1	NaN	4.689	16	0.45584	102.4	102.4	102.4	1	NaN	3.085	20	0.67922	112.5	112.5	112.5	1	NaN	3.187	22	0.27013	Homo sapiens	RefSeq	NM_007274.3	ILMN_4446	ACOT7	NM_007274.3	NM_007274.3		11332	75709207	NM_007274.3	ACOT7	NP_009205.3	ILMN_2252621
ACOT7	6580639	2530.1	2530.1	2530.1	1	NaN	114.203	23	0	2890.2	2890.2	2890.2	1	NaN	114.605	18	0	2467	2467	2467	1	NaN	154.76	20	0	2280.6	2280.6	2280.6	1	NaN	99.615	18	0	1958.9	1958.9	1958.9	1	NaN	65.128	19	0	2732.1	2732.1	2732.1	1	NaN	78.353	13	0	2426.1	2426.1	2426.1	1	NaN	70.311	16	0	2400.4	2400.4	2400.4	1	NaN	79.843	22	0	2519.4	2519.4	2519.4	1	NaN	111.608	14	0	2849.5	2849.5	2849.5	1	NaN	166.171	16	0	2144.3	2144.3	2144.3	1	NaN	78.123	16	0	2582.5	2582.5	2582.5	1	NaN	43.838	23	0	Homo sapiens	RefSeq	NM_007274.3	ILMN_4446	ACOT7	NM_007274.3	NM_007274.3		11332	75709207	NM_007274.3	ACOT7	NP_009205.3	ILMN_2332250
ACOT7	7610044	106.2	106.2	106.2	1	NaN	2.536	29	0.58961	104.2	104.2	104.2	1	NaN	3.813	25	0.68312	105.2	105.2	105.2	1	NaN	2.066	23	0.68052	109.1	109.1	109.1	1	NaN	3.267	27	0.42078	111.1	111.1	111.1	1	NaN	4.208	21	0.33896	110.2	110.2	110.2	1	NaN	2.354	25	0.53117	101.9	101.9	101.9	1	NaN	3.815	17	0.73506	111.5	111.5	111.5	1	NaN	4.32	24	0.47792	110.4	110.4	110.4	1	NaN	5.221	10	0.57662	107.9	107.9	107.9	1	NaN	3.692	26	0.58312	101.6	101.6	101.6	1	NaN	2.681	30	0.72597	108.2	108.2	108.2	1	NaN	3.765	23	0.48182	Homo sapiens	RefSeq	NM_181864.2	ILMN_3678	ACOT7	NM_181864.2	NM_181864.2		11332	75709213	NM_181864.2	ACOT7	NP_863654.1	ILMN_1719178
ACOT8	2900291	242.9	242.9	242.9	1	NaN	12.085	16	0	250.6	250.6	250.6	1	NaN	14.346	16	0	250.1	250.1	250.1	1	NaN	13.8	34	0	232.5	232.5	232.5	1	NaN	8.071	17	0	253	253	253	1	NaN	13.63	18	0	283.2	283.2	283.2	1	NaN	17.317	15	0	217.9	217.9	217.9	1	NaN	12.61	19	0	265.2	265.2	265.2	1	NaN	15.369	15	0	260.4	260.4	260.4	1	NaN	8.082	23	0	261.3	261.3	261.3	1	NaN	8.416	24	0	208.5	208.5	208.5	1	NaN	7.278	25	0	227.1	227.1	227.1	1	NaN	9.665	16	0	Homo sapiens	RefSeq	NM_183386.1	ILMN_24229	ACOT8	NM_005469.2	NM_005469.2		10005	34577074	NM_005469.2	ACOT8	NP_005460.2	ILMN_1679600
ACOT9	5220497	412.2	412.2	412.2	1	NaN	11.955	29	0	441.3	441.3	441.3	1	NaN	17.878	14	0	565.4	565.4	565.4	1	NaN	27.191	18	0	509.7	509.7	509.7	1	NaN	27.958	19	0	447	447	447	1	NaN	19.248	23	0	351.9	351.9	351.9	1	NaN	22.951	15	0	388.2	388.2	388.2	1	NaN	25.326	15	0	424.8	424.8	424.8	1	NaN	21.553	13	0	416	416	416	1	NaN	20.912	23	0	374.4	374.4	374.4	1	NaN	19.6	22	0	317.9	317.9	317.9	1	NaN	18.043	18	0	398.1	398.1	398.1	1	NaN	26.688	13	0	Homo sapiens	RefSeq	NM_001037171.1	ILMN_6817	ACOT9	NM_001037171.1	NM_001037171.1		23597	81295406	NM_001037171.1	ACOT9	NP_001032248.1	ILMN_2367070
ACOT9	7160592	1035.5	1035.5	1035.5	1	NaN	51.093	18	0	1291.4	1291.4	1291.4	1	NaN	63.172	20	0	1768.6	1768.6	1768.6	1	NaN	100.68	15	0	1602.7	1602.7	1602.7	1	NaN	93.16	20	0	1212.7	1212.7	1212.7	1	NaN	69.548	14	0	1151.7	1151.7	1151.7	1	NaN	62.358	19	0	1298.8	1298.8	1298.8	1	NaN	55.301	27	0	1655	1655	1655	1	NaN	65.995	21	0	1313.9	1313.9	1313.9	1	NaN	47.953	25	0	1087.8	1087.8	1087.8	1	NaN	38.776	27	0	1052.9	1052.9	1052.9	1	NaN	26.939	18	0	1448	1448	1448	1	NaN	51.665	21	0	Homo sapiens	RefSeq	NM_001033583.1	ILMN_6579	ACOT9	NM_001033583.2	NM_001033583.2		23597	81295403	NM_001033583.2	ACOT9	NP_001028755.2	ILMN_1658995
ACOX1	1190327	622.7	622.7	622.7	1	NaN	29.49	21	0	738.8	738.8	738.8	1	NaN	33.085	21	0	666.1	666.1	666.1	1	NaN	24.201	17	0	689.6	689.6	689.6	1	NaN	50.935	15	0	755.3	755.3	755.3	1	NaN	25.176	15	0	765.3	765.3	765.3	1	NaN	33.159	22	0	806.9	806.9	806.9	1	NaN	27.348	20	0	797.3	797.3	797.3	1	NaN	24.781	15	0	727.2	727.2	727.2	1	NaN	28.369	21	0	778.9	778.9	778.9	1	NaN	37.567	19	0	676.2	676.2	676.2	1	NaN	23.557	21	0	874.4	874.4	874.4	1	NaN	42.227	20	0	Homo sapiens	RefSeq	NM_004035.4	ILMN_12899	ACOX1	NM_007292.4	NM_007292.4		51	83641872	NM_007292.4	ACOX1	NP_009223.2	ILMN_1750158
ACOX1	3940408	106.7	106.7	106.7	1	NaN	4.089	18	0.55844	101.3	101.3	101.3	1	NaN	2.946	15	0.84416	110.2	110.2	110.2	1	NaN	3.087	24	0.38312	106.9	106.9	106.9	1	NaN	4.726	15	0.55974	107.7	107.7	107.7	1	NaN	7.136	17	0.55584	112.5	112.5	112.5	1	NaN	3.15	26	0.41169	103.6	103.6	103.6	1	NaN	3.148	24	0.62597	113.7	113.7	113.7	1	NaN	4.142	21	0.36234	104.7	104.7	104.7	1	NaN	1.912	17	0.86104	112.5	112.5	112.5	1	NaN	2.544	24	0.34805	104.5	104.5	104.5	1	NaN	2.529	15	0.54675	109	109	109	1	NaN	3.289	28	0.43896	Homo sapiens	RefSeq	NM_007292.3	ILMN_138952	ACOX1	NM_007292.3	NM_007292.3		51	34304339	NM_007292.3	ACOX1	NP_009223.2	ILMN_1668839
